id,editor_id,date,date_gmt,content,title,excerpt,status,comment_status,ping_status,name,modified,modified_gmt,parent,guid,type,mime_type
341,36,11/9/2017,11/9/2017,,Arcade (coming soon!),,publish,closed,closed,arcade-coming-soon,11/9/2017,11/9/2017,0,http://www.lagginout.com/?page_id=341,page,
342,36,11/9/2017,11/9/2017,,Shop (closed),,publish,closed,closed,shop-closed,11/9/2017,11/9/2017,0,http://www.lagginout.com/?page_id=342,page,
343,36,11/9/2017,11/9/2017,,Workshops,,publish,closed,closed,workshops,11/9/2017,11/9/2017,0,http://www.lagginout.com/?page_id=343,page,
344,36,11/9/2017,11/9/2017,,Staff,,publish,closed,closed,staff,11/9/2017,11/9/2017,0,http://www.lagginout.com/?page_id=344,page,
345,54,11/9/2017,11/9/2017,"Scampering Panda &nbsp; <span style=""font-weight: 400;"">     The land was steeped in violence. The vast land’s lack of a governing power incite war as clans battled for greater control. Then, the rift happened. The continents split, but the ground was not the only thing that opened that day. The rift opened a portal to another world. The gateway now open, monsters, demons, and otherworldly creatures poured into the land causing chaos all across the Iron Grip. The once divided people now fought together to end the darkness threatening the land. Many fell to the demons. In their most desperate hour, seven heroes rose up. Going into the very rift through which the filth poured, these seven mighty warriors pushed back their advance and closed the rift. They carefully sealed it away for what they hoped would be the rest of time. In gratitude, the people of the land agreed to follow the seven as the newly formed Iron Grip. Tristram Octovian, Bazur Gogron, Redra Grun, Elm Pumpkindust, Sid Sange, Rujin Erasto, and Zadock Frank Beeching each took control of a different continent. Together they brought peace and tranquility to the land for the first time. The seven were not unaffected by their trip to the rift. Years, decades, centuries went by with not one of the seven showing age. It seemed they would rule the land forever. Until that one fateful day.</span> <span style=""font-weight: 400;"">    </span> <span style=""font-weight: 400;"">     January 15, 1843-a date that would be remembered for years to come. For on this day one of the mighty Iron Grip was found dead in his bed. Tristram Octovian was found with a bullet through his head. As news spread so did the rumors. He had been killed by a shadow faction, he grew tired of living and committed suicide, or maybe he had been killed by his own companions in the Iron Grip as they were now fighting amongst themselves. The peace the land knew shattered like glass.</span> <span style=""font-weight: 400;"">    </span> <span style=""font-weight: 400;"">     It is in the midst of this chaos that our six adventurers find themselves in WavesWorld an eclectic, peaceful city. Their paths cross when they all find themselves patrons of an inn run by a boisterous, yet beautiful, woman named Tammy Homesworth. Smelling a delicious breakfast spread prepared by their generous hostess they trickle downstairs where they finally meet. A beautiful young female merchant from a distant land named Asuha and Devlin, a blonde-haired priest with elegant features, are the first to officially meet as the two simultaneously exit their rooms. They find themselves quickly joined by two more of the patrons. The shocking appearance of a cinder skinned Fireborn male with flame for hair and a pale female Tiefling with large black antlers and indigo hair causes Devlin to recoil from the “demons”. Umber tries to explain he is no demon, but Cadence just rolls her pupil-less Tiefling eyes and continues on to the feast. Umber joins her. Devlin seats himself as far away from them as possible where Asuha also seats herself. Umber and Cadence become instant friends through their mutual taunting of Devlin. Halfway through breakfast, a large barbarian wanders in off the street, and without asking seats himself at the table and begins to eat. They are an unlikely band with no particular reason to stay together, so after breakfast, they all go about their various tasks.</span> <span style=""font-weight: 400;"">    </span> <span style=""font-weight: 400;"">     Eventually, the group finds themselves together again across from the Inn at the local bar which just happens to be run by Tammy’s twin sister Jenny. Andre the barbarian offers some ale to Umber who finds his constitution too weak to handle the sheer quantity he was offered. Passed out drunk, Andre attempts to carry him back to the inn, but he himself has fallen to the effects of the twenty-something pitchers of ale he himself drank. In his drunken rage, Andre begins a stand-off with some guard at the door. Sensing a bar brawl bound to unfold Cadence attempted to diffuse the situation by charming the guard’s commander, and everything went black. When the troupe woke they were sitting bound in a row before the commander. He was a tall man with shockingly white hair, a large rifle strapped to his back, and a pistol that he brandished in his hand who introduced himself as Percy. A guard is sent to retrieve Albert the final tenant of the inn. Moments later the guard returned with a young teenage boy and his mechanical duck. He is bound and added to the row. After some tense one-sided negotiations that nearly took the life of Asuha the group is offered a deal. They will all be allowed to go free should they find where the people of the town have been disappearing. More importantly, if they discover the whereabouts of Percy’s own nephew and the leader of the city King Lawrence.</span> &nbsp; <span style=""font-weight: 400;"">     After some investigation, a battle with a werewolf, rescuing the twin sisters, and a visit from a mysterious stranger, the group decided Percy could not be trusted, except for Asuha who placed her lot in with Percy. Tammy and Jenny shaken from their experience fled the city in the night while the band slept in their rooms. The only reminder of their presence was a singular note from the sisters offering information should the group choose to join them outside of town. Despite an offer to join Percy’s forces the group minus Asuha rushed off to the designated meeting spot. Asuha pledged her allegiance to Percy before scribbling a note and setting off for the cemetery rendezvous as well. All would seem to converge on that unholy place that night. The group battled risen dead before finding Tammy and Jenny anxious to leave. Asuha reveals herself and offers a note explaining Percy’s hunt for the twins, but before she can leave Percy reveals himself. A fierce battle ensued where the group fought Percy. Cadence fought inner demons, and Asuha sought to take out Jenny in an attempt to appease Percy. Together the group proved fierce foes for Percy who was narrowly saved by the mysterious stranger. Ragged after two intense battles, Tammy and Jenny take the band of adventurers, and now captive Asuha, to the camp they had prepared; dinner is eaten. Many of the group go to bed. Cadence takes the opportunity to confide some of her horrid past to Umber before the two part and also go to bed.</span> &nbsp; <span style=""font-weight: 400;"">     In the night, Albert receives a visit from the mysterious visitor who informs him that Percy is planning to take military control of all the major cities. Then the mysterious stranger once again vanished into the night. The ragtag group come together again in the morning for breakfast. Tammy and Jenny shared what information they could on Percy, and Albert relayed the mysterious stranger’s message. Camp was packed and the adventurer’s set out in agreement to move on to the next town and search for a way to stop Percy’s quest for dominance.</span> &nbsp; <span style=""font-weight: 400;"">     Their travels took them through a mysterious forest filled with odd owl creatures watching their every move. The path to the village was blocked by a raised bridge. While they attempted to find a way across the bridge a mysterious owl humanoid appeared. Tammy and Jenny seemed unaware of its presence.  When it pulled a small flute from under its cloak Cadence immediately plugged her ears. Some of the others followed suit but that did not prevent some of the group from falling under the musical spell. The world around them faded and they were given visions of happy times in their lives. Andre saw a time long since past surrounded by comrades. Asuha saw her mother who told Asuha for the first time that she was proud of her daughter. Umber saw his first meeting and the immediate kinship with someone he now felt holds dear. As the figure faded so did the illusion. Then the bridge came slamming down before them. </span> &nbsp; <span style=""font-weight: 400;"">     The town was not what they had expected. It seemed oddly vacant with no villagers about at midday. Asuha bid farewell to the group just after entering the gate. After brief banter, it was decided Tammy would go after Asuha while the others waited in the village. Left to their own devices they all went about various tasks. Cadence, lost in thought, settled by the pool to play her harp. It wasn’t long before Devlin noticed Tammy had returned. She was worn from battle and did not make it through the gate before passing out. Devlin rushed to her aid soon followed by the others. They stabilized her before bringing her to her sister at the tavern. </span> &nbsp; <span style=""font-weight: 400;"">     The commotion caught the attention of one of the villagers, a young girl who immediately ran after the group in excitement. Jenny began to take care of her sister while the young female interjected herself. Before introductions could be completed Jenny rushed from the tavern to the pond where she threw her sister in and began casting a spell. The group looked on in shock as Jenny then stabbed herself before falling into the pool as well. Minutes passed before magically Tammy raised from the pool and lay unconscious on the bank. Umber jumped into the now illuminated pool after Jenny, but when he entered the light he did not find her. Instead, he saw visions of the twin’s past before he was ejected from the light as well. Cadence held out her hand to help him out of the pool. When the light faded Jenny’s body could be seen at the base of the pool. Umber again went after her. It took Andre’s help, but they were able to bring her to the bank as well. </span> <span style=""font-weight: 400;"">     It seemed as if they had revived her, but instead, she began vomiting a mysterious black sludge. Nothing anyone tried seem to help when a familiar figure appeared before Cadence. The owl figure from the forest stood before her unmoving. Cadence shaken by the whole ordeal pleaded for its  help. All watched as the entity silently forced the black liquid back into Jenny. She now as well as her sister lay unconscious but alive. This help was not without a cost. The entity told Cadence she would need to return the favor in the future. Exhausted and needing a place to rest the group gathered up the sisters to follow the newest addition to their hodge podge group to the nearest inn.</span> &nbsp; <span style=""font-weight: 400;"">The story continues Fridays at 7 p.m. Eastern time.</span> &nbsp;",Black Citadel Asylum,,inherit,closed,closed,340-revision-v1,11/9/2017,11/9/2017,340,http://www.lagginout.com/340-revision-v1/,revision,
346,36,11/9/2017,11/9/2017,,Arcade (coming soon!),,inherit,closed,closed,341-revision-v1,11/9/2017,11/9/2017,341,http://www.lagginout.com/341-revision-v1/,revision,
347,36,11/9/2017,11/9/2017,,Shop (closed),,inherit,closed,closed,342-revision-v1,11/9/2017,11/9/2017,342,http://www.lagginout.com/342-revision-v1/,revision,
348,36,11/9/2017,11/9/2017,,Workshops,,inherit,closed,closed,343-revision-v1,11/9/2017,11/9/2017,343,http://www.lagginout.com/343-revision-v1/,revision,
349,36,11/9/2017,11/9/2017,,Staff,,inherit,closed,closed,344-revision-v1,11/9/2017,11/9/2017,344,http://www.lagginout.com/344-revision-v1/,revision,
350,36,11/9/2017,11/9/2017,,Arcade-2018,,publish,closed,closed,350,1/9/2018,1/9/2018,0,http://www.lagginout.com/350/,nav_menu_item,
351,36,11/9/2017,11/9/2017,,Kiosk-2018,,publish,closed,closed,351,1/9/2018,1/9/2018,0,http://www.lagginout.com/351/,nav_menu_item,
352,36,11/9/2017,11/9/2017,,,,publish,closed,closed,352,1/9/2018,1/9/2018,0,http://www.lagginout.com/352/,nav_menu_item,
353,36,11/9/2017,11/9/2017,,Contribute,,publish,closed,closed,contribute,11/9/2017,11/9/2017,0,http://www.lagginout.com/?page_id=353,page,
354,36,11/9/2017,11/9/2017,,Join Us!,,publish,closed,closed,join-us,11/9/2017,11/9/2017,0,http://www.lagginout.com/?page_id=354,page,
356,36,11/9/2017,11/9/2017,,Contribute,,inherit,closed,closed,353-revision-v1,11/9/2017,11/9/2017,353,http://www.lagginout.com/353-revision-v1/,revision,
357,36,11/9/2017,11/9/2017,,Join Us!,,inherit,closed,closed,354-revision-v1,11/9/2017,11/9/2017,354,http://www.lagginout.com/354-revision-v1/,revision,
358,36,11/9/2017,11/9/2017,,,,publish,closed,closed,358,1/9/2018,1/9/2018,0,http://www.lagginout.com/358/,nav_menu_item,
359,36,11/9/2017,11/9/2017,,Contact,,publish,closed,closed,359,1/9/2018,1/9/2018,0,http://www.lagginout.com/359/,nav_menu_item,
362,36,11/9/2017,11/9/2017,,letterhead_yellow_website_L,,inherit,open,closed,letterhead_yellow_website_l,11/9/2017,11/9/2017,0,http://www.lagginout.com/wp-content/uploads/2017/11/letterhead_yellow_website_L.png,attachment,image/png
370,1,11/14/2017,11/14/2017,".headbox h5 { color: #ad0a20;} .headbox h4 { color: #ad0a20;} [wcpgallery ids=""235,236,237,238,239,240,241,242,243""]",VT,,inherit,closed,closed,128-revision-v1,11/14/2017,11/14/2017,128,http://www.lagginout.com/128-revision-v1/,revision,
372,1,11/14/2017,11/14/2017,.headbox h5 { color: #ad0a20;} .headbox h4 { color: #ad0a20;},VT,,inherit,closed,closed,128-revision-v1,11/14/2017,11/14/2017,128,http://www.lagginout.com/128-revision-v1/,revision,
376,36,11/15/2017,11/15/2017,,Video Games,,publish,closed,closed,video-games,11/15/2017,11/15/2017,0,http://www.lagginout.com/?page_id=376,page,
377,36,11/15/2017,11/15/2017,,Television,,publish,closed,closed,television,11/15/2017,11/15/2017,0,http://www.lagginout.com/?page_id=377,page,
378,36,11/15/2017,11/15/2017,,Movies,,publish,closed,closed,movies,11/15/2017,11/15/2017,0,http://www.lagginout.com/?page_id=378,page,
379,36,11/15/2017,11/15/2017,,Video Games,,inherit,closed,closed,376-revision-v1,11/15/2017,11/15/2017,376,http://www.lagginout.com/376-revision-v1/,revision,
380,36,11/15/2017,11/15/2017,,Television,,inherit,closed,closed,377-revision-v1,11/15/2017,11/15/2017,377,http://www.lagginout.com/377-revision-v1/,revision,
381,36,11/15/2017,11/15/2017,,Movies,,inherit,closed,closed,378-revision-v1,11/15/2017,11/15/2017,378,http://www.lagginout.com/378-revision-v1/,revision,
385,36,11/15/2017,11/15/2017,,Sponsor Info,,publish,closed,closed,sponsor-info,11/15/2017,11/15/2017,0,http://www.lagginout.com/?page_id=385,page,
387,36,11/15/2017,11/15/2017,,Careers,,publish,closed,closed,careers,11/15/2017,11/15/2017,0,http://www.lagginout.com/?page_id=387,page,
388,36,11/15/2017,11/15/2017,,Trivia Tuesday!,,publish,closed,closed,trivia-tuesday,11/15/2017,11/15/2017,0,http://www.lagginout.com/?page_id=388,page,
389,36,11/15/2017,11/15/2017,,Sponsor Info,,inherit,closed,closed,385-revision-v1,11/15/2017,11/15/2017,385,http://www.lagginout.com/385-revision-v1/,revision,
390,36,11/15/2017,11/15/2017,,Careers,,inherit,closed,closed,387-revision-v1,11/15/2017,11/15/2017,387,http://www.lagginout.com/387-revision-v1/,revision,
391,36,11/15/2017,11/15/2017,,Trivia Tuesday!,,inherit,closed,closed,388-revision-v1,11/15/2017,11/15/2017,388,http://www.lagginout.com/388-revision-v1/,revision,
392,36,11/15/2017,11/15/2017,,,,publish,closed,closed,392,1/9/2018,1/9/2018,0,http://www.lagginout.com/392/,nav_menu_item,
393,36,11/15/2017,11/15/2017,,,,publish,closed,closed,393,1/9/2018,1/9/2018,0,http://www.lagginout.com/393/,nav_menu_item,
398,36,11/15/2017,11/15/2017,,CarbonFiber02,,inherit,open,closed,carbonfiber02,11/15/2017,11/15/2017,0,http://www.lagginout.com/wp-content/uploads/2017/11/CarbonFiber02.jpg,attachment,image/jpeg
406,36,11/15/2017,11/15/2017,,LiveStreams,,publish,closed,closed,livestreams,11/15/2017,11/15/2017,0,http://www.lagginout.com/?page_id=406,page,
407,36,11/15/2017,11/15/2017,"[pt_section element_name=""Section"" width=""boxed"" bg_color="""" bg_image="""" padding=""10px,0px,10px,0px"" margin="",,,"" extra_class=""""][pt_row element_name=""Row""][pt_column width=""3/12""][pt_core_listings element_name=""Articles Trending"" type=""post"" style=""list"" nav=""0"" num=""4"" query="""" item_class=""col-md-4 col-sm-6 col-xs-12"" extra_class=""""][/pt_core_listings][/pt_column][pt_column width=""9/12"" padding=""0""][pt_core_carousel element_name=""Latest Updates"" perrow=""3"" arrows=""yes"" query=""""][/pt_core_carousel][pt_core_carousel element_name=""Most visited "" perrow=""3"" arrows=""yes"" query=""meta_key=hits&amp;orderby=meta_value_num&amp;order=desc""][/pt_core_carousel][/pt_column][/pt_row][/pt_section]",Home,,publish,closed,closed,home-2,12/14/2017,12/14/2017,0,http://www.lagginout.com/?page_id=407,page,
408,36,11/15/2017,11/15/2017,,LiveStreams,,inherit,closed,closed,406-revision-v1,11/15/2017,11/15/2017,406,http://www.lagginout.com/406-revision-v1/,revision,
409,36,11/15/2017,11/15/2017,,Home,,inherit,closed,closed,407-revision-v1,11/15/2017,11/15/2017,407,http://www.lagginout.com/407-revision-v1/,revision,
410,36,11/15/2017,11/15/2017,,,,publish,closed,closed,410,1/9/2018,1/9/2018,0,http://www.lagginout.com/410/,nav_menu_item,
411,36,11/15/2017,11/15/2017,,,,publish,closed,closed,411,1/9/2018,1/9/2018,0,http://www.lagginout.com/411/,nav_menu_item,
413,36,11/15/2017,11/15/2017,,EP_514_SW,,inherit,open,closed,ep_514_sw,11/15/2017,11/15/2017,407,http://www.lagginout.com/wp-content/uploads/2017/11/EP_514_SW.jpg,attachment,image/jpeg
415,54,11/16/2017,11/16/2017,"<img src=""http://www.lagginout.com/wp-content/uploads/2017/11/hats-off-to-you-super-mario-odyssey-youtube-thumbnail-1024x576.png"" alt="""" class=""alignnone size-large wp-image-416"" width=""1024"" height=""576"" /> <i><span style=""font-weight: 400;"">Tardis2238</span></i> &nbsp; <span style=""font-weight: 400;"">Mario returns in his greatest adventure to date in </span><i><span style=""font-weight: 400;"">Super Mario Odyssey</span></i><span style=""font-weight: 400;"">,</span> <span style=""font-weight: 400;"">a true love letter to Nintendo’s past </span><i><span style=""font-weight: 400;"">Mario </span></i><span style=""font-weight: 400;"">titles. In this game, Mario is better than ever with better mobility and new powers, not to mention over 500 power moons</span> <span style=""font-weight: 400;"">to get.</span> &nbsp; <span style=""font-weight: 400;"">You, of course, play as gaming’s greatest platformer, Mario</span><i><span style=""font-weight: 400;"">,</span></i><span style=""font-weight: 400;""> who, after losing Princess Peach</span> <span style=""font-weight: 400;"">to Bowser again</span><i><span style=""font-weight: 400;"">,</span></i><span style=""font-weight: 400;""> has to go on a journey to rescue her. This time, you’ll be joined by Cappy</span><i><span style=""font-weight: 400;"">, </span></i><span style=""font-weight: 400;"">a shapeshifting hat, who can CAPture (see what I did there?) enemies and use their powers for himself.</span> &nbsp; <span style=""font-weight: 400;"">Being a Nintendo game, the gameplay is almost perfect. Never before has it felt so good to be Mario. You can also get to places that would’ve been impossible without Cappy</span><i><span style=""font-weight: 400;"">. This isn’t a hard game by any means but there are hard parts.</span></i> &nbsp; <span style=""font-weight: 400;"">The story is, as usual, the weakest part of any </span><i><span style=""font-weight: 400;"">Mario </span></i><span style=""font-weight: 400;"">game, but it’s not as bad as it usually is. This time, Bowser actually has a plan beyond kidnapping Peach; he’s trying to force a marriage between himself and the princess, and to do this, he’s enlisted some help. The </span><i><span style=""font-weight: 400;"">Broodals </span></i><span style=""font-weight: 400;"">are a group of rabbits that are tasked with helping their boss with his wedding and keeping our hero from interfering.</span> &nbsp; <span style=""font-weight: 400;"">The capture system is a lot of fun and really shows that Nintendo still knows what they’re doing.</span> &nbsp; <span style=""font-weight: 400;"">The kingdoms are really well done as well, showing off amazing level design that only true masters could achieve. If you want to 100% this game, you’ll have to look over every nook and cranny.</span> &nbsp; <span style=""font-weight: 400;"">You can really feel all the love and affection put into this game,in fact, I’d go so far as to say it’s one of the best games on the Switch. I’d give this game a 9.5/10- near perfect.</span>",Super Mario Odyssey: Best Switch Game?,,publish,open,open,super-mario-odyssey-best-switch-game,1/9/2018,1/9/2018,0,http://www.lagginout.com/?p=415,post,
416,54,11/16/2017,11/16/2017,,Super Mario Odessey,,inherit,open,closed,hats-off-to-you-super-mario-odyssey-youtube-thumbnail,11/16/2017,11/16/2017,415,http://www.lagginout.com/wp-content/uploads/2017/11/hats-off-to-you-super-mario-odyssey-youtube-thumbnail.png,attachment,image/png
417,54,11/16/2017,11/16/2017,,Space Captain Harlow,,inherit,open,closed,taeu_news_harlock_retour_3d,11/16/2017,11/16/2017,415,http://www.lagginout.com/wp-content/uploads/2017/11/TAEU_news_harlock_retour_3d.png,attachment,image/png
418,54,11/16/2017,11/16/2017,"<img src=""http://www.lagginout.com/wp-content/uploads/2017/11/hats-off-to-you-super-mario-odyssey-youtube-thumbnail-1024x576.png"" alt="""" width=""1024"" height=""576"" class=""alignnone size-large wp-image-416"" /> <i><span style=""font-weight: 400;"">Tardis2238</span></i> &nbsp; <span style=""font-weight: 400;"">Mario returns in his greatest adventure to date in </span><i><span style=""font-weight: 400;"">Super Mario Odyssey</span></i><span style=""font-weight: 400;"">,</span> <span style=""font-weight: 400;"">a true love letter to Nintendo’s past </span><i><span style=""font-weight: 400;"">Mario </span></i><span style=""font-weight: 400;"">titles. In this game, Mario is better than ever with better mobility and new powers, not to mention over 500 power moons</span> <span style=""font-weight: 400;"">to get.</span> &nbsp; <span style=""font-weight: 400;"">You, of course, play as gaming’s greatest platformer, Mario</span><i><span style=""font-weight: 400;"">,</span></i><span style=""font-weight: 400;""> who, after losing Princess Peach</span> <span style=""font-weight: 400;"">to Bowser again</span><i><span style=""font-weight: 400;"">,</span></i><span style=""font-weight: 400;""> has to go on a journey to rescue her. This time, you’ll be joined by Cappy</span><i><span style=""font-weight: 400;"">, </span></i><span style=""font-weight: 400;"">a shapeshifting hat, who can CAPture (see what I did there?) enemies and use their powers for himself.</span> &nbsp; <span style=""font-weight: 400;"">Being a Nintendo game, the gameplay is almost perfect. Never before has it felt so good to be Mario. You can also get to places that would’ve been impossible without Cappy</span><i><span style=""font-weight: 400;"">. This isn’t a hard game by any means but there are hard parts.</span></i> &nbsp; <span style=""font-weight: 400;"">The story is, as usual, the weakest part of any </span><i><span style=""font-weight: 400;"">Mario </span></i><span style=""font-weight: 400;"">game, but it’s not as bad as it usually is. This time, Bowser actually has a plan beyond kidnapping Peach; he’s trying to force a marriage between himself and the princess, and to do this, he’s enlisted some help. The </span><i><span style=""font-weight: 400;"">Broodals </span></i><span style=""font-weight: 400;"">are a group of rabbits that are tasked with helping their boss with his wedding and keeping our hero from interfering.</span> &nbsp; <span style=""font-weight: 400;"">The capture system is a lot of fun and really shows that Nintendo still knows what they’re doing.</span> &nbsp; <span style=""font-weight: 400;"">The kingdoms are really well done as well, showing off amazing level design that only true masters could achieve. If you want to 100% this game, you’ll have to look over every nook and cranny.</span> &nbsp; <span style=""font-weight: 400;"">You can really feel all the love and affection put into this game,in fact, I’d go so far as to say it’s one of the best games on the Switch. I’d give this game a 9.5/10- near perfect.</span>",Super Mario Odyssey: Best Switch Game?,,inherit,closed,closed,415-revision-v1,11/16/2017,11/16/2017,415,http://www.lagginout.com/415-revision-v1/,revision,
419,54,11/17/2017,11/17/2017,"<img src=""http://www.lagginout.com/wp-content/uploads/2017/11/TAEU_news_harlock_retour_3d-1024x575.png"" alt="""" class=""alignnone size-large wp-image-417"" width=""1024"" height=""575"" /> <b>Movie Knights</b><b> </b><b> </b><b>Story:</b><span style=""font-weight: 400;""> 2977: For many years a mighty battle has been raging across the galaxies as 500 billion humans, whose forebears were exiled from Earth, plan to return to what is still called home. Forced to flee a ravaged Earth, humans have now depleted the corners of the galaxy to which they fled. Earth has now become the most valued and precious resource of all, controlled by the corrupt Gaia Coalition which governs the human race across the different galaxies. Having been exiled and vilified during the battle of the Homecoming War, Captain Harlock and his trusted crew of the Arcadia battle cruiser are the only hope mankind has of discovering the secrets that the Gaia have kept hidden. The Coalition has demanded Harlock's death and the Gaia Fleet's new leader, Ezra, calls on his younger brother, Logan, to infiltrate the Arcadia and then assassinate Harlock, thus forever eradicating the one man standing between the Coalition and their complete control of the Universe. Logan must make a very personal sacrifice and discover that things are not always as they seem. All the while Captain Harlock and his crew will continue his mission, seeking revenge against the Coalition and establishing the return to Earth.</span> &nbsp; <b>Likes : </b><span style=""font-weight: 400;"">(Animation film ) Well first of all i can't believe this animated film got so many bad reviews, yes  there's a few flaws i </span><span style=""font-weight: 400;"">noticed,</span><span style=""font-weight: 400;""> but this was a great film from start to finish. </span><span style=""font-weight: 400;"">With</span><span style=""font-weight: 400;""> all animated </span><span style=""font-weight: 400;"">films</span><span style=""font-weight: 400;""> you need a good storyline to keep the audience entertain that has </span><span style=""font-weight: 400;"">an</span><span style=""font-weight: 400;""> epic adventure feel to it like this one has, as well as the action &amp; intense moments in battle.</span><span style=""font-weight: 400;""></span> &nbsp; <span style=""font-weight: 400;"">The C.G.I cinematographic is amazingly done, The design </span><span style=""font-weight: 400;"">in </span><span style=""font-weight: 400;"">making the ship look like a pirate vessel is </span><span style=""font-weight: 400;"">perfect.</span><span style=""font-weight: 400;""> I loved that they added the black smoke from the dark matter to give the ship this dreaded dreadnought feel like a ghost ship with the skull &amp; cross bones on the front it kind of </span><span style=""font-weight: 400;"">adds </span><span style=""font-weight: 400;"">to the effect of this ship </span><span style=""font-weight: 400;"">being</span><span style=""font-weight: 400;""> feared.</span> <span style=""font-weight: 400;""> </span><span style=""font-weight: 400;"">Special when the ship hyper jumps with the cloud appearing first then you see the ship appear like a death ship from it, it creates awesome entrance for any ship.Voice over acting is brilliantly done to give the characters in the film their own personality's. The character Captain Harlock embodied ll our attempts to act in full autonomy, we are seen as ""different"" and judged, often condemned.</span> <span style=""font-weight: 400;""> </span><span style=""font-weight: 400;"">The </span><span style=""font-weight: 400;"">animated rendering portray this </span><span style=""font-weight: 400;"">perfect, I </span><span style=""font-weight: 400;"">will say that this is a potential Digital Masterpiece for an animation </span><span style=""font-weight: 400;"">film, with</span><span style=""font-weight: 400;""> a compelling and convincing story-line easy to follow. The job done by the creators is almost perfect. While there are a few plot holes that either weren't explained or weren't explained </span><span style=""font-weight: 400;"">well enough</span><span style=""font-weight: 400;""> I think that overall it was balanced well enough to tell the story the director wanted to put </span><span style=""font-weight: 400;"">across.</span> <span style=""font-weight: 400;"">This </span><span style=""font-weight: 400;"">is a film worth checking out if </span><span style=""font-weight: 400;"">you’re</span><span style=""font-weight: 400;""> into the the Japanese animation.</span> &nbsp; <b>Dislikes </b><span style=""font-weight: 400;"">: My only complaints really is that for </span><span style=""font-weight: 400;"">an English</span><span style=""font-weight: 400;""> the jumping between Japanese speaking to English at some points which wasn't needed to be honest</span><span style=""font-weight: 400;"">. There are</span><span style=""font-weight: 400;""> a few plot holes </span><span style=""font-weight: 400;"">that</span><span style=""font-weight: 400;""> i did notice that the lip sinking was slightly off in places but forgivable, apart from that this film was well balanced &amp; entertaining.</span> &nbsp; <b>Overall</b><span style=""font-weight: 400;""> : A mysterious vengeful captain. An epic galaxy spanning journey. A fearsome ship. Plenty of action. Family drama</span> <b>Rating: 4.7 </b><span style=""font-weight: 400;"">out of</span><b> 5 </b><span style=""font-weight: 400;"">for entertainment</span><b> / 8.3 </b><span style=""font-weight: 400;"">out of </span><b>10 </b><span style=""font-weight: 400;"">for story / animation.</span>",Space pirate Captain Harlock (Anime film review),,publish,open,open,419-2,1/9/2018,1/9/2018,0,http://www.lagginout.com/?p=419,post,
